sentence,entity,generated text
"Among other experiments , we demonstrate the potential of our approach by boosting the performance of three learned confidence measures on the KITTI2012 dataset by simply training them on a vast amount of automatically generated training data rather than a limited amount of laser ground truth data .","[('approach', 'Generic'), ('learned confidence measures', 'Method'), ('KITTI2012 dataset', 'Material'), ('them', 'Generic'), ('automatically generated training data', 'Material'), ('laser ground truth data', 'Material')]"," KITTI(Method),"
An important area of learning in autonomous agents is the ability to learn domain-speciic models of actions to be used by planning systems .,"[('learning in autonomous agents', 'Task'), ('domain-speciic models of actions', 'Method'), ('planning systems', 'Task')]"," learning algorithm(Method), domain-based models of action(Task), "
"In this paper , we present methods by which an agent learns action models from its own experience and from its observation of a domain expert .","[('methods', 'Generic'), ('action models', 'Method'), ('domain expert', 'OtherScientificTerm')]"," methods(Generic), domain experts(OtherScientificTerm), "
"These methods diier from previous work in the area in two ways : the use of an action model formalism which is better suited to the needs of a re-active agent , and successful implementation of noise-handling mechanisms .","[('methods', 'Metric'), ('action model formalism', 'Method'), ('re-active agent', 'Method'), ('noise-handling mechanisms', 'Method')]"," methods(Generic), noise-based methods(Method),"
"Training instances are generated from experience and observation , and a variant of GOLEM is used to learn action models from these instances .","[('GOLEM', 'Method'), ('action models', 'Method')]"," training instance(Method), "
The integrated learning system has been experimentally validated in simulated construction and ooce domains .,"[('integrated learning system', 'Method'), ('simulated construction', 'Task'), ('ooce domains', 'Task')]"," integrated learning system(Method), "
"This paper describes FERRET , an interactive question-answering -LRB- Q/A -RRB- system designed to address the challenges of integrating automatic Q/A applications into real-world environments .","[('FERRET', 'Method'), ('interactive question-answering -LRB- Q/A -RRB- system', 'Method'), ('integrating automatic Q/A applications into real-world environments', 'Task')]", FERPlease extract named entities from the description and label it from
FERRET utilizes a novel approach to Q/A known as predictive questioning which attempts to identify the questions -LRB- and answers -RRB- that users need by analyzing how a user interacts with a system while gathering information related to a particular scenario .,"[('FERRET', 'Method'), ('approach', 'Generic'), ('Q/A', 'Method'), ('predictive questioning', 'Method')]"," predictive questioning(Task), Q"
"In order to build robust automatic abstracting systems , there is a need for better training resources than are currently available .","[('automatic abstracting systems', 'Task'), ('training resources', 'Material')]"," automatic abstracting systems(Task), "
"In this paper , we introduce an annotation scheme for scientific articles which can be used to build such a resource in a consistent way .","[('annotation scheme', 'Method'), ('scientific articles', 'Material'), ('resource', 'Generic')]"," annotation scheme(Method), system(Generic), it(Generic), open-domain question answering(Task), "
The seven categories of the scheme are based on rhetorical moves of argumentation .,"[('scheme', 'Generic'), ('rhetorical moves of argumentation', 'Method')]"," scheme(Generic), structure of speech(OtherScientificTerm), "
"Our experimental results show that the scheme is stable , reproducible and intuitive to use .","[('scheme', 'Generic')]"," scheme(Generic), "
The automated segmentation of images into semantically meaningful parts requires shape information since low-level feature analysis alone often fails to reach this goal .,"[('automated segmentation', 'Task'), ('images', 'Material'), ('shape information', 'OtherScientificTerm'), ('low-level feature analysis', 'Method')]"," Automated segmentation of images into semantically meaningful parts(Task), low-level feature analysis(Task), "
We introduce a novel method of shape constrained image segmentation which is based on mixtures of feature distributions for color and texture as well as probabilistic shape knowledge .,"[('method', 'Method'), ('shape constrained image segmentation', 'Task'), ('mixtures of feature distributions', 'OtherScientificTerm'), ('color', 'OtherScientificTerm'), ('texture', 'OtherScientificTerm'), ('probabilistic shape knowledge', 'OtherScientificTerm')]"," method(Generic), shape(OtherScientificTerm), uniform distribution(OtherScientificTerm), features(OtherScientific"
The combined approach is formulated in the framework of Bayesian statistics to account for the robust-ness requirement in image understanding .,"[('approach', 'Generic'), ('Bayesian statistics', 'Method'), ('robust-ness requirement in image understanding', 'Task')]"," approach(Generic), statistically model(Method), robustness(Metric), image understanding(Task), "
"Experimental evidence shows that semantically meaningful segments are inferred , even when image data alone gives rise to ambiguous segmentations .","[('image data', 'Material')]"," semantically meaningful segments(OtherScientificTerm), statistical machine translation(Method), "
The goal of this work is the enrichment of human-machine interactions in a natural language environment .,"[('human-machine interactions', 'Task'), ('natural language environment', 'OtherScientificTerm')]"," natural language interaction(Task), "
"These mistakes can lead to various kinds of misunderstandings between speaker and listener , including reference failures or failure to understand the speaker 's intention .","[('reference failures', 'OtherScientificTerm'), (""speaker 's intention"", 'OtherScientificTerm')]"," this speaker(OtherScientificTerm), "
We call these misunderstandings miscommunication .,"[('miscommunication', 'Task')]"," misaligned word(OtherScientificTerm), "
Our goal is to recognize and isolate such miscommunications and circumvent them .,"[('miscommunications', 'Task'), ('them', 'Generic')]"," misaligned English text(Material), "
This paper highlights a particular class of miscommunication -- reference problems -- by describing a case study and techniques for avoiding failures of reference .,"[('miscommunication', 'Task'), ('reference problems', 'Task'), ('techniques', 'Generic'), ('failures of reference', 'Task')]"," reference problem(Task), "
The paper also promotes a new view for extensional reference .,"[('extensional reference', 'Task')]"," approach(Generic), Extraction from otherScientificTerm(Task), "
Combination methods are an effective way of improving system performance .,"[('Combination methods', 'Method')]"," methods(Generic), "
This paper examines the benefits of system combination for unsupervised WSD .,"[('system combination', 'Method'), ('unsupervised WSD', 'Task')]"," system combination(Method), unsupervised WSD(Task), "
We investigate several voting - and arbiter-based combination strategies over a diverse pool of unsupervised WSD systems .,"[('voting - and arbiter-based combination strategies', 'Method'), ('unsupervised WSD systems', 'Method')]"," voting(Method), geometric structure(OtherScientificTerm), "
Our combination methods rely on predominant senses which are derived automatically from raw text .,"[('combination methods', 'Method'), ('predominant senses', 'OtherScientificTerm'), ('raw text', 'Material')]"," approaches(Generic), priori and domain knowledge(OtherScientificTerm), "
Experiments using the SemCor and Senseval-3 data sets demonstrate that our ensembles yield significantly better results when compared with state-of-the-art .,"[('SemCor and Senseval-3 data sets', 'Material'), ('ensembles', 'Generic'), ('state-of-the-art', 'Generic')]"," Sem-cor and Senseval-3 data sets(Material), "
The applicability of many current information extraction techniques is severely limited by the need for supervised training data .,"[('information extraction techniques', 'Method'), ('supervised training data', 'Material')]"," information extraction techniques(Task), "
"We demonstrate that for certain field structured extraction tasks , such as classified advertisements and bibliographic citations , small amounts of prior knowledge can be used to learn effective models in a primarily unsupervised fashion .","[('field structured extraction tasks', 'Task'), ('classified advertisements', 'Material'), ('bibliographic citations', 'Material'), ('prior knowledge', 'OtherScientificTerm')]"," extraction tasks(Task), keywords(Generic), unsupervised learning(Task), parameter"
"Although hidden Markov models -LRB- HMMs -RRB- provide a suitable generative model for field structured text , general unsupervised HMM learning fails to learn useful structure in either of our domains .","[('hidden Markov models -LRB- HMMs -RRB-', 'Method'), ('generative model', 'Method'), ('field structured text', 'Material'), ('unsupervised HMM learning', 'Method')]", Hidden Markov models -LRB- HMMs -RRB
"However , one can dramatically improve the quality of the learned structure by exploiting simple prior knowledge of the desired solutions .","[('prior knowledge', 'OtherScientificTerm')]"," Borrowing techniques(Method), rules(OtherScientificTerm), prior knowledge(OtherScientificTerm), "
"In both domains , we found that unsupervised methods can attain accuracies with 400 unlabeled examples comparable to those attained by supervised methods on 50 labeled examples , and that semi-supervised methods can make good use of small amounts of labeled data .","[('unsupervised methods', 'Method'), ('accuracies', 'Metric'), ('unlabeled examples', 'Material'), ('supervised methods', 'Method'), ('labeled examples', 'Material'), ('semi-supervised methods', 'Method'), ('labeled data', 'Material')]"," methods(Generic), unsuper"
"This paper gives an overall account of a prototype natural language question answering system , called Chat-80 .","[('natural language question answering system', 'Method'), ('Chat-80', 'Method')]"," natural language system(Task), natural language answering system(Task), "
Chat-80 has been designed to be both efficient and easily adaptable to a variety of applications .,"[('Chat-80', 'Method')]"," It(Generic), "
"The system is implemented entirely in Prolog , a programming language based on logic .","[('system', 'Generic'), ('Prolog', 'OtherScientificTerm'), ('programming language', 'OtherScientificTerm'), ('logic', 'OtherScientificTerm')]"," system(Generic), logic(OtherScientificTerm), "
"With the aid of a logic-based grammar formalism called extraposition grammars , Chat-80 translates English questions into the Prolog subset of logic .","[('logic-based grammar formalism', 'Method'), ('extraposition grammars', 'Method'), ('Chat-80', 'Method'), ('Prolog subset of logic', 'OtherScientificTerm')]"," logic-based grammar formalisms(Method), "
"The resulting logical expression is then transformed by a planning algorithm into efficient Prolog , cf. query optimisation in a relational database .","[('logical expression', 'OtherScientificTerm'), ('planning algorithm', 'Method'), ('Prolog', 'OtherScientificTerm'), ('query optimisation', 'Method'), ('relational database', 'Material')]"," logical expression(OtherScientificTerm), plan-linear optimization problem(Method), database(Material), "
"Finally , the Prolog form is executed to yield the answer .","[('Prolog form', 'OtherScientificTerm')]"," The key to identifying the subcategorization cues(Task), "
Human action recognition from well-segmented 3D skeleton data has been intensively studied and attracting an increasing attention .,"[('Human action recognition', 'Task'), ('well-segmented 3D skeleton data', 'Material')]"," action recognition(Task), recognition(Task), "
"Online action detection goes one step further and is more challenging , which identifies the action type and localizes the action positions on the fly from the untrimmed stream .","[('Online action detection', 'Task'), ('action type', 'OtherScientificTerm'), ('action positions', 'OtherScientificTerm'), ('untrimmed stream', 'Material')]"," action detection(Task), localizing the flow of the action(OtherScientificTerm), and more."
"In this paper , we study the problem of online action detection from the streaming skeleton data .","[('online action detection', 'Task'), ('streaming skeleton data', 'Material')]"," action detection(Task), location, and detection(Task), "
We propose a multi-task end-to-end Joint Classification-Regression Recurrent Neural Network to better explore the action type and temporal localiza-tion information .,"[('multi-task end-to-end Joint Classification-Regression Recurrent Neural Network', 'Method'), ('action type', 'OtherScientificTerm'), ('temporal localiza-tion information', 'OtherScientificTerm')]"," multi-task end-to-end Joint Classification-Term(Method), end-to-end tensor("
"By employing a joint classification and regression optimization objective , this network is capable of automatically localizing the start and end points of actions more accurately .","[('joint classification and regression optimization objective', 'OtherScientificTerm'), ('network', 'Generic')]"," system(Generic), "
"Specifically , by leveraging the merits of the deep Long Short-Term Memory -LRB- LSTM -RRB- subnetwork , the proposed model automatically captures the complex long-range temporal dynamics , which naturally avoids the typical sliding window design and thus ensures high computational efficiency .","[('deep Long Short-Term Memory -LRB- LSTM -RRB- subnetwork', 'Method'), ('model', 'Generic'), ('long-range temporal dynamics', 'OtherScientificTerm'), ('sliding window design', 'Method'), ('computational efficiency', 'OtherScientificTerm')]", model
"Furthermore , the subtask of regression optimization provides the ability to forecast the action prior to its occurrence .","[('regression optimization', 'Task')]"," regression optimization(Method), "
"To evaluate our proposed model , we build a large streaming video dataset with annotations .","[('model', 'Generic'), ('streaming video dataset', 'Material')]"," model(Generic), music scene(Material), acoustic signals of ensemble music(Material), rhythm(Material), chords(Material), source-separated musical notes(Material), "
Experimental results on our dataset and the public G3D dataset both demonstrate very promising performance of our scheme .,"[('dataset', 'Generic'), ('G3D dataset', 'Material')]"," scheme(Generic), public key(OtherScientificTerm), "
The task of machine translation -LRB- MT -RRB- evaluation is closely related to the task of sentence-level semantic equivalence classification .,"[('machine translation -LRB- MT -RRB- evaluation', 'Task'), ('sentence-level semantic equivalence classification', 'Task')]"," MT -RRB-(Task), machine translation -LRB- MT -RRB-(Task), semantic equivalence classification(Task),"
"This paper investigates the utility of applying standard MT evaluation methods -LRB- BLEU , NIST , WER and PER -RRB- to building classifiers to predict semantic equivalence and entailment .","[('MT evaluation methods', 'Metric'), ('BLEU', 'Metric'), ('NIST', 'Metric'), ('WER', 'Metric'), ('PER', 'Metric'), ('classifiers', 'Method'), ('semantic equivalence', 'Task'), ('entailment', 'Task')]"," BLEU(Metric), NIST(Metric), which"
We also introduce a novel classification method based on PER which leverages part of speech information of the words contributing to the word matches and non-matches in the sentence .,"[('classification method', 'Method'), ('PER', 'Metric'), ('part of speech information', 'OtherScientificTerm'), ('word matches and non-matches', 'Task')]"," classification method(Method), part of speech information(OtherScientificTerm), part of speech information(OtherScientific"
Our results show that MT evaluation techniques are able to produce useful features for paraphrase classification and to a lesser extent entailment .,"[('MT evaluation techniques', 'Method'), ('features', 'OtherScientificTerm'), ('paraphrase classification', 'Task'), ('entailment', 'Task')]"," MT evaluation techniques(Method), paraphrase classification(Task), tasks(Generic), evaluation(Task), "
Our technique gives a substantial improvement in paraphrase classification accuracy over all of the other models used in the experiments .,"[('technique', 'Generic'), ('paraphrase classification', 'Task'), ('paraphrase classification accuracy', 'Metric'), ('models', 'Generic')]"," paraphrase classification accuracy(Metric), models(Generic), paraphrase(OtherScientificTerm), "
"Given an object model and a black-box measure of similarity between the model and candidate targets , we consider visual object tracking as a numerical optimization problem .","[('object model', 'Method'), ('black-box measure of similarity', 'Metric'), ('model', 'Generic'), ('visual object tracking', 'Task'), ('numerical optimization problem', 'Task')]"," object-to-object tracking(Task), model(Generic), "
"During normal tracking conditions when the object is visible from frame to frame , local optimization is used to track the local mode of the similarity measure in a parameter space of translation , rotation and scale .","[('local optimization', 'Method'), ('local mode of the similarity measure', 'OtherScientificTerm'), ('parameter space of translation , rotation and scale', 'OtherScientificTerm')]"," local optimization(Task), translation(OtherScientificTerm), local scale(OtherScientificTerm"
"However , when the object becomes partially or totally occluded , such local tracking is prone to failure , especially when common prediction techniques like the Kalman filter do not provide a good estimate of object parameters in future frames .","[('local tracking', 'Method'), ('prediction techniques', 'Method'), ('Kalman filter', 'Method')]"," detection errors(Task), local tracking(Method), frame rate("
"To recover from these inevitable tracking failures , we consider object detection as a global optimization problem and solve it via Adaptive Simulated Annealing -LRB- ASA -RRB- , a method that avoids becoming trapped at local modes and is much faster than exhaustive search .","[('object detection', 'Task'), ('global optimization problem', 'Task'), ('it', 'Generic'), ('Adaptive Simulated Annealing -LRB- ASA -RRB-', 'Method'), ('method', 'Generic'), ('exhaustive search', 'Method')]", object detection(
"As a Monte Carlo approach , ASA stochastically samples the parameter space , in contrast to local deterministic search .","[('Monte Carlo approach', 'Method'), ('ASA', 'Method'), ('parameter space', 'OtherScientificTerm'), ('local deterministic search', 'Method')]"," AS(Method), local measures(Metric), features(OtherScientificTerm), "
We apply cluster analysis on the sampled parameter space to redetect the object and renew the local tracker .,"[('cluster analysis', 'Method'), ('sampled parameter space', 'OtherScientificTerm'), ('local tracker', 'Method')]"," cluster analysis(Method), local tracking(Task), "
Our numerical hybrid local and global mode-seeking tracker is validated on challenging airborne videos with heavy occlusion and large camera motions .,"[('numerical hybrid local and global mode-seeking tracker', 'Method'), ('airborne videos', 'Material'), ('heavy occlusion', 'OtherScientificTerm'), ('camera motions', 'OtherScientificTerm')]"," local mode-segmentation(OtherScientificTerm), recognition of local and global modes-segmentation(Task), classification(Task), frame-"
Our approach outperforms state-of-the-art trackers on the VIVID benchmark datasets .,"[('approach', 'Generic'), ('state-of-the-art trackers', 'Generic'), ('VIVID benchmark datasets', 'Material')]"," trackers(Generic), VRI(Method), "
"Techniques for automatically training modules of a natural language generator have recently been proposed , but a fundamental concern is whether the quality of utterances produced with trainable components can compete with hand-crafted template-based or rule-based approaches .","[('Techniques', 'Generic'), ('automatically training modules', 'Method'), ('natural language generator', 'Method'), ('quality of utterances', 'Metric'), ('utterances', 'OtherScientificTerm'), ('trainable components', 'Method'), ('hand-crafted template-based or rule-based approaches', 'Method')]"," NLP system(Method), systems(Generic),"
In this paper We experimentally evaluate a trainable sentence planner for a spoken dialogue system by eliciting subjective human judgments .,"[('trainable sentence planner', 'Method'), ('spoken dialogue system', 'Method'), ('subjective human judgments', 'OtherScientificTerm')]"," sentence planner(Method), spoken dialogue system(Task), "
"In order to perform an exhaustive comparison , we also evaluate a hand-crafted template-based generation component , two rule-based sentence planners , and two baseline sentence planners .","[('hand-crafted template-based generation component', 'Method'), ('rule-based sentence planners', 'Method'), ('baseline sentence planners', 'Method')]"," templates(Method), sentence plans(OtherScientificTerm), baseline sentence plans(Generic), sentence planner(Method),"
"We show that the trainable sentence planner performs better than the rule-based systems and the baselines , and as well as the hand-crafted system .","[('trainable sentence planner', 'Method'), ('rule-based systems', 'Method'), ('baselines', 'Generic'), ('hand-crafted system', 'Method')]"," trainable sentence planner(Method), feature-based sentence planner(Method), "
A new algorithm is proposed for novel view generation in one-to-one teleconferencing applications .,"[('algorithm', 'Generic'), ('novel view generation', 'Task'), ('one-to-one teleconferencing applications', 'Task')]"," algorithm(Generic), view generation(Task), natural language applications(Task), "
"Given the video streams acquired by two cameras placed on either side of a computer monitor , the proposed algorithm synthesises images from a virtual camera in arbitrary position -LRB- typically located within the monitor -RRB- to facilitate eye contact .","[('video streams', 'Material'), ('cameras', 'OtherScientificTerm'), ('computer monitor', 'OtherScientificTerm'), ('algorithm', 'Generic'), ('images', 'Material'), ('virtual camera', 'OtherScientificTerm'), ('arbitrary position', 'OtherScientificTerm'), ('eye contact', 'OtherScientificTerm')]"," algorithm(Generic), real image segmentation("
"Our technique is based on an improved , dynamic-programming , stereo algorithm for efficient novel-view generation .","[('technique', 'Generic'), ('dynamic-programming , stereo algorithm', 'Method'), ('novel-view generation', 'Task')]"," technique(Generic), dynamic-programming(Task), "
"The two main contributions of this paper are : i -RRB- a new type of three-plane graph for dense-stereo dynamic-programming , that encourages correct occlusion labeling ; ii -RRB- a compact geometric derivation for novel-view synthesis by direct projection of the minimum-cost surface .","[('three-plane graph', 'Method'), ('dense-stereo dynamic-programming', 'Method'), ('occlusion labeling', 'Task'), ('compact geometric derivation', 'OtherScientificTerm'), ('novel-view synthesis', 'Task'), ('direct projection of the minimum-cost surface', 'Method')]", approach
"Furthermore , this paper presents a novel algorithm for the temporal maintenance of a background model to enhance the rendering of occlusions and reduce temporal artefacts -LRB- flicker -RRB- ; and a cost aggregation algorithm that acts directly on our three-dimensional matching cost space .","[('algorithm', 'Generic'), ('temporal maintenance of a background model', 'Task'), ('rendering of occlusions', 'Task'), ('temporal artefacts -LRB- flicker -RRB-', 'OtherScientificTerm'), ('cost aggregation algorithm', 'Method'), ('three-dimensional matching cost space', 'OtherScientificTerm')]", algorithm
Examples are given that demonstrate the robustness of the new algorithm to spatial and temporal artefacts for long stereo video streams .,"[('robustness', 'Metric'), ('algorithm', 'Generic'), ('spatial and temporal artefacts', 'OtherScientificTerm'), ('long stereo video streams', 'Material')]"," algorithm(Generic), temporal difference(OtherScientificTerm), image quality(Metric), "
These include demonstrations of synthesis of cyclopean views of extended conversational sequences .,"[('synthesis of cyclopean views of extended conversational sequences', 'Task'), ('cyclopean views', 'OtherScientificTerm'), ('extended conversational sequences', 'Material')]"," synthesis of complex and nested conversational sequences(Method), "
We further demonstrate synthesis from a freely translating virtual camera .,"[('synthesis', 'Task'), ('translating virtual camera', 'OtherScientificTerm')]"," synthesis(OtherScientificTerm), virtual camera(OtherScientificTerm), "
Manual acquisition of semantic constraints in broad domains is very expensive .,"[('Manual acquisition of semantic constraints', 'Task')]"," semantic constraints(OtherScientificTerm), "
This paper presents an automatic scheme for collecting statistics on cooccurrence patterns in a large corpus .,"[('cooccurrence patterns', 'OtherScientificTerm')]"," automatic scheme(Method), automatic tracking of positive and negative relations(Task), "
"To a large extent , these statistics reflect semantic constraints and thus are used to disambiguate anaphora references and syntactic ambiguities .","[('semantic constraints', 'OtherScientificTerm'), ('anaphora references', 'OtherScientificTerm'), ('syntactic ambiguities', 'OtherScientificTerm')]"," out-of-domain acoustic models(Method), out-of-domain acoustic models(Method), "
The scheme was implemented by gathering statistics on the output of other linguistic tools .,"[('linguistic tools', 'Method')]"," scheme(Generic), linguistic resources(Method), "
The results of the experiment show that in most of the cases the cooccurrence statistics indeed reflect the semantic constraints and thus provide a basis for a useful disambiguation tool .,"[('cooccurrence statistics', 'OtherScientificTerm'), ('semantic constraints', 'OtherScientificTerm'), ('disambiguation tool', 'Method')]"," cooccurrence statistics(Method), semantic constraints(OtherScientificTerm), "
"We present a novel method for discovering parallel sentences in comparable , non-parallel corpora .","[('method', 'Generic'), ('discovering parallel sentences', 'Task'), ('comparable , non-parallel corpora', 'Material')]"," method(Generic), parallel corpora(Material), "
"We train a maximum entropy classifier that , given a pair of sentences , can reliably determine whether or not they are translations of each other .","[('maximum entropy classifier', 'Method')]"," maximum entropy classifier(Method), "
"Using this approach , we extract parallel data from large Chinese , Arabic , and English non-parallel newspaper corpora .","[('approach', 'Generic'), ('parallel data', 'Material'), ('Chinese , Arabic , and English non-parallel newspaper corpora', 'Material')]"," approach(Generic), parallel data(Material), "
We evaluate the quality of the extracted data by showing that it improves the performance of a state-of-the-art statistical machine translation system .,"[('it', 'Generic'), ('statistical machine translation system', 'Method')]"," quality(Metric), statistical machine translation system(Method), "
"We also show that a good-quality MT system can be built from scratch by starting with a very small parallel corpus -LRB- 100,000 words -RRB- and exploiting a large non-parallel corpus .","[('MT system', 'Method'), ('parallel corpus', 'Material'), ('non-parallel corpus', 'Material')]"," MT system(Method), parallel corpus(Material), "
"Thus , our method can be applied with great benefit to language pairs for which only scarce resources are available .","[('method', 'Generic'), ('scarce resources', 'Material')]"," method(Generic), it(Generic), languages(Material), "
"In this paper , we describe a search procedure for statistical machine translation -LRB- MT -RRB- based on dynamic programming -LRB- DP -RRB- .","[('search procedure', 'Generic'), ('statistical machine translation -LRB- MT -RRB-', 'Task'), ('dynamic programming -LRB- DP -RRB-', 'Method')]"," statistical machine translation -LRB- MT -RRB-(Method), dynamic programming(Method), "
"Starting from a DP-based solution to the traveling salesman problem , we present a novel technique to restrict the possible word reordering between source and target language in order to achieve an efficient search algorithm .","[('DP-based solution', 'Method'), ('traveling salesman problem', 'Method'), ('technique', 'Generic'), ('word reordering', 'OtherScientificTerm'), ('search algorithm', 'Method')]"," ambiguity(OtherScientificTerm), algorithms(Generic), search algorithm(Method), "
"The experimental tests are carried out on the Verbmobil task -LRB- German-English , 8000-word vocabulary -RRB- , which is a limited-domain spoken-language task .","[('Verbmobil task', 'Material'), ('German-English', 'Material'), ('limited-domain spoken-language task', 'Task')]"," Verbmal task(Material), "
"A purely functional implementation of LR-parsers is given , together with a simple correctness proof .","[('LR-parsers', 'Method'), ('correctness proof', 'Method')]"," LR-parsers(Method), "
It is presented as a generalization of the recursive descent parser .,"[('It', 'Generic'), ('recursive descent parser', 'Method')]"," descent parser(Method), RCL parser(Method), "
"For non-LR grammars the time-complexity of our parser is cubic if the functions that constitute the parser are implemented as memo-functions , i.e. functions that memorize the results of previous invocations .","[('non-LR grammars', 'Method'), ('time-complexity', 'Metric'), ('parser', 'Method'), ('parser', 'Method'), ('memo-functions', 'Method')]"," non-linear parser(Method), complexity(Met"
Memo-functions also facilitate a simple way to construct a very compact representation of the parse forest .,"[('Memo-functions', 'Method'), ('parse forest', 'OtherScientificTerm')]","Memo-funities(OtherScientificTerm), parsing forest(Task), "
"For LR -LRB- 0 -RRB- grammars , our algorithm is closely related to the recursive ascent parsers recently discovered by Kruse-man Aretz -LSB- 1 -RSB- and Roberts -LSB- 2 -RSB- .","[('LR -LRB- 0 -RRB- grammars', 'Method'), ('algorithm', 'Generic'), ('recursive ascent parsers', 'OtherScientificTerm')]", algorithm
Extended CF grammars -LRB- grammars with regular expressions at the right hand side -RRB- can be parsed with a simple modification of the LR-parser for normal CF grammars .,"[('Extended CF grammars', 'Method'), ('grammars', 'Method'), ('regular expressions', 'OtherScientificTerm'), ('LR-parser', 'Method'), ('CF grammars', 'Method')]"," rules(OtherScientificTerm), parsing(Task), and semantic"
In this paper we explore a new theory of discourse structure that stresses the role of purpose and processing in discourse .,"[('theory of discourse structure', 'Method'), ('discourse', 'OtherScientificTerm')]"," discourse structure(OtherScientificTerm), discourse structure(Method), "
"In this theory , discourse structure is composed of three separate but interrelated components : the structure of the sequence of utterances -LRB- called the linguistic structure -RRB- , a structure of purposes -LRB- called the intentional structure -RRB- , and the state of focus of attention -LRB- called the attentional state -RRB- .","[('theory', 'Generic'), ('discourse structure', 'OtherScientificTerm'), ('components', 'Generic'), ('linguistic structure', 'OtherScientificTerm'), ('intentional structure', 'OtherScientificTerm'), ('attentional state', 'OtherScientificTerm')]", L
The linguistic structure consists of segments of the discourse into which the utterances naturally aggregate .,"[('linguistic structure', 'OtherScientificTerm'), ('discourse', 'OtherScientificTerm')]"," linguistic structure(OtherScientificTerm), "
"The intentional structure captures the discourse-relevant purposes , expressed in each of the linguistic segments as well as relationships among them .","[('intentional structure', 'OtherScientificTerm'), ('discourse-relevant purposes', 'OtherScientificTerm')]"," discourse-related purposes(OtherScientificTerm), "
The attentional state is an abstraction of the focus of attention of the participants as the discourse unfolds .,"[('attentional state', 'OtherScientificTerm'), ('discourse', 'OtherScientificTerm')]"," attentional state(OtherScientificTerm), attention(OtherScientificTerm), "
"The attentional state , being dynamic , records the objects , properties , and relations that are salient at each point of the discourse .","[('attentional state', 'OtherScientificTerm'), ('discourse', 'OtherScientificTerm')]"," attentional state(OtherScientificTerm), "
"The distinction among these components is essential to provide an adequate explanation of such discourse phenomena as cue phrases , referring expressions , and interruptions .","[('discourse phenomena', 'OtherScientificTerm'), ('cue phrases', 'OtherScientificTerm'), ('referring expressions', 'OtherScientificTerm'), ('interruptions', 'OtherScientificTerm')]"," cue phrases(OtherScientificTerm), relevant expressions(OtherScientificTerm), "
"The theory of attention , intention , and aggregation of utterances is illustrated in the paper with a number of example discourses .","[('theory of attention , intention , and aggregation of utterances', 'Method'), ('discourses', 'OtherScientificTerm')]"," attention(OtherScientificTerm), "
"Various properties of discourse are described , and explanations for the behaviour of cue phrases , referring expressions , and interruptions are explored .","[('discourse', 'OtherScientificTerm'), ('cue phrases', 'OtherScientificTerm'), ('referring expressions', 'OtherScientificTerm'), ('interruptions', 'OtherScientificTerm')]"," discourse(OtherScientificTerm), cue phrases(OtherScientificTerm), "
This theory provides a framework for describing the processing of utterances in a discourse .,"[('theory', 'Generic'), ('discourse', 'OtherScientificTerm')]"," explanation(Generic), utterance understanding process(Task), "
"Discourse processing requires recognizing how the utterances of the discourse aggregate into segments , recognizing the intentions expressed in the discourse and the relationships among intentions , and tracking the discourse through the operation of the mechanisms associated with attentional state .","[('Discourse processing', 'Method'), ('discourse', 'OtherScientificTerm'), ('discourse', 'OtherScientificTerm'), ('discourse', 'OtherScientificTerm'), ('attentional state', 'OtherScientificTerm')]"," Discourse processing(Task), discourse processing(Task), analysis"
This processing description specifies in these recognition tasks the role of information from the discourse and from the participants ' knowledge of the domain .,"[('processing', 'Generic'), ('recognition tasks', 'Task'), ('discourse', 'OtherScientificTerm')]"," processing(Task), discourse understanding(Task), "
We examine the relationship between the two grammatical formalisms : Tree Adjoining Grammars and Head Grammars .,"[('grammatical formalisms', 'Method'), ('Tree Adjoining Grammars', 'Method'), ('Head Grammars', 'Method')]"," Borrowing techniques from semantic and syntactic parsing -LRB- EDOL -RRB- systems(Method), semantic and syntactic parsing -LRB-"
We briefly investigate the weak equivalence of the two formalisms .,"[('formalisms', 'Generic')]"," equivalence of the two formalisms(OtherScientificTerm), "
We then turn to a discussion comparing the linguistic expressiveness of the two formalisms .,"[('linguistic expressiveness', 'OtherScientificTerm'), ('formalisms', 'Generic')]"," The operations(Generic), the formalisms(Method), the operations(Generic), the operational semantics(OtherScientificTerm), "
We provide a unified account of sentence-level and text-level anaphora within the framework of a dependency-based grammar model .,"[('sentence-level and text-level anaphora', 'OtherScientificTerm'), ('dependency-based grammar model', 'Method')]", Sentence-level analysis of both the relative importance and the degree of ambiguity of the sentence.
"Criteria for anaphora resolution within sentence boundaries rephrase major concepts from GB 's binding theory , while those for text-level anaphora incorporate an adapted version of a Grosz-Sidner-style focus model .","[('Criteria', 'Generic'), ('anaphora resolution within sentence boundaries', 'Task'), (""GB 's binding theory"", 'Method'), ('those', 'Generic'), ('text-level anaphora', 'OtherScientificTerm'), ('Grosz-Sidner-style focus model', 'Method')]", CriterionSM Online Essay Evaluation Service(
Coedition of a natural language text and its representation in some interlingual form seems the best and simplest way to share text revision across languages .,"[('Coedition', 'Task'), ('natural language text', 'Material'), ('text revision', 'OtherScientificTerm'), ('languages', 'Material')]"," natural language text(OtherScientificTerm), language(Material), revision(Task), "
