sentence,entity,generated text
"This paper describes FERRET , an interactive question-answering -LRB- Q/A -RRB- system designed to address the challenges of integrating automatic Q/A applications into real-world environments .","[('FERRET', 'Method'), ('interactive question-answering -LRB- Q/A -RRB- system', 'Method'), ('integrating automatic Q/A applications into real-world environments', 'Task')]","

- Question-answering system(Task),
- designed to address the challenges of integrating automatic Q/A applications into real-world environments(Task),
- integrated Q/A applications(Task),
- real-world environments(Environment),
- FERRET(System),"
FERRET utilizes a novel approach to Q/A known as predictive questioning which attempts to identify the questions -LRB- and answers -RRB- that users need by analyzing how a user interacts with a system while gathering information related to a particular scenario .,"[('FERRET', 'Method'), ('approach', 'Generic'), ('Q/A', 'Method'), ('predictive questioning', 'Method')]"," predictive questioning(Method), Q/A(Method), system(Object), scenario(Object), information(Object), user(Person), 
"
"In order to build robust automatic abstracting systems , there is a need for better training resources than are currently available .","[('automatic abstracting systems', 'Task'), ('training resources', 'Material')]"," training resources(Generic), better(Adjective), than(Adjective), are currently available(Adjective),"
"In this paper , we introduce an annotation scheme for scientific articles which can be used to build such a resource in a consistent way .","[('annotation scheme', 'Method'), ('scientific articles', 'Material'), ('resource', 'Generic')]"," annotation scheme(Generic), scientific articles(Generic), resource(Generic), consistent way(Generic),"
The seven categories of the scheme are based on rhetorical moves of argumentation .,"[('scheme', 'Generic'), ('rhetorical moves of argumentation', 'Method')]"," argumentation(OtherScientificTerm), rhetorical moves(OtherScientificTerm), scheme(OtherScientificTerm), 
"
"Our experimental results show that the scheme is stable , reproducible and intuitive to use .","[('scheme', 'Generic')]"," scheme(Method), stable(Attribute), reproducible(Attribute), intuitive to use(Attribute)"
The automated segmentation of images into semantically meaningful parts requires shape information since low-level feature analysis alone often fails to reach this goal .,"[('automated segmentation', 'Task'), ('images', 'Material'), ('shape information', 'OtherScientificTerm'), ('low-level feature analysis', 'Method')]"," Shape information(Method), semantically meaningful parts(Task), image segmentation into semantically meaningful parts(Method),"
We introduce a novel method of shape constrained image segmentation which is based on mixtures of feature distributions for color and texture as well as probabilistic shape knowledge .,"[('method', 'Method'), ('shape constrained image segmentation', 'Task'), ('mixtures of feature distributions', 'OtherScientificTerm'), ('color', 'OtherScientificTerm'), ('texture', 'OtherScientificTerm'), ('probabilistic shape knowledge', 'OtherScientificTerm')]"," color(Method), texture(Method), shape constrained image segmentation(Method), probabilistic shape knowledge(Method), mixtures of feature distributions(Method),"
The combined approach is formulated in the framework of Bayesian statistics to account for the robust-ness requirement in image understanding .,"[('approach', 'Generic'), ('Bayesian statistics', 'Method'), ('robust-ness requirement in image understanding', 'Task')]"," Bayesian statistics(Method), framework of Bayesian statistics(Method), robust-ness requirement in image understanding(Task), image understanding(Method)"
"Experimental evidence shows that semantically meaningful segments are inferred , even when image data alone gives rise to ambiguous segmentations .","[('image data', 'Material')]"," inferred(Generic), semantically meaningful segments(Generic), image data alone gives rise to ambiguous segmentations(Generic),"
The goal of this work is the enrichment of human-machine interactions in a natural language environment .,"[('human-machine interactions', 'Task'), ('natural language environment', 'OtherScientificTerm')]"," enrichment of human-machine interactions(Generic), natural language environment(Generic), human(Person), machine(Machine),"
"These mistakes can lead to various kinds of misunderstandings between speaker and listener , including reference failures or failure to understand the speaker 's intention .","[('reference failures', 'OtherScientificTerm'), (""speaker 's intention"", 'OtherScientificTerm')]"," speaker(Person), listener(Person), reference failures(Generic), misunderstanding the speaker's intention(Generic), 
"
We call these misunderstandings miscommunication .,"[('miscommunication', 'Task')]"," miscommunication(OtherScientificTerm),"
Our goal is to recognize and isolate such miscommunications and circumvent them .,"[('miscommunications', 'Task'), ('them', 'Generic')]"," miscommunications(Generic), circumvent(Generic), goal(Generic),"
This paper highlights a particular class of miscommunication -- reference problems -- by describing a case study and techniques for avoiding failures of reference .,"[('miscommunication', 'Task'), ('reference problems', 'Task'), ('techniques', 'Generic'), ('failures of reference', 'Task')]"," communication(Generic), case study(OtherScientificTerm), techniques(Method), reference problems(Generic),"
The paper also promotes a new view for extensional reference .,"[('extensional reference', 'Task')]"," new view(OtherScientificTerm), promotion(OtherScientificTerm),"
Combination methods are an effective way of improving system performance .,"[('Combination methods', 'Method')]"," combination methods(Method), system performance(Task), 
"
This paper examines the benefits of system combination for unsupervised WSD .,"[('system combination', 'Method'), ('unsupervised WSD', 'Task')]"," system combination(Method), unsupervised WSD(Task), benefits of system combination(OtherScientificTerm),"
We investigate several voting - and arbiter-based combination strategies over a diverse pool of unsupervised WSD systems .,"[('voting - and arbiter-based combination strategies', 'Method'), ('unsupervised WSD systems', 'Method')]"," voting- and arbiter-based combination strategies(Strategy), unsupervised WSD systems(Task), diverse pool of(OtherScientificTerm),"
Our combination methods rely on predominant senses which are derived automatically from raw text .,"[('combination methods', 'Method'), ('predominant senses', 'OtherScientificTerm'), ('raw text', 'Material')]"," Combination methods(Method), predominant senses(Generic), raw text(Material), 
"
Experiments using the SemCor and Senseval-3 data sets demonstrate that our ensembles yield significantly better results when compared with state-of-the-art .,"[('SemCor and Senseval-3 data sets', 'Material'), ('ensembles', 'Generic'), ('state-of-the-art', 'Generic')]"," ensembles(Method), state-of-the-art(OtherScientificTerm), SemCor(Dataset), Senseval-3(Dataset)"
The applicability of many current information extraction techniques is severely limited by the need for supervised training data .,"[('information extraction techniques', 'Method'), ('supervised training data', 'Material')]"," training data(Task), applicability(Generic), severely limited(Generic),"
"We demonstrate that for certain field structured extraction tasks , such as classified advertisements and bibliographic citations , small amounts of prior knowledge can be used to learn effective models in a primarily unsupervised fashion .","[('field structured extraction tasks', 'Task'), ('classified advertisements', 'Material'), ('bibliographic citations', 'Material'), ('prior knowledge', 'OtherScientificTerm')]"," classified advertisements(Task), bibliographic citations(Task), prior knowledge(Generic), unsupervised learning(Method), effective models(Method),"
"Although hidden Markov models -LRB- HMMs -RRB- provide a suitable generative model for field structured text , general unsupervised HMM learning fails to learn useful structure in either of our domains .","[('hidden Markov models -LRB- HMMs -RRB-', 'Method'), ('generative model', 'Method'), ('field structured text', 'Material'), ('unsupervised HMM learning', 'Method')]"," field structured text(Task), generative model(Method), unsupervised HMM learning(Task), useful structure(OtherScientificTerm),"
"However , one can dramatically improve the quality of the learned structure by exploiting simple prior knowledge of the desired solutions .","[('prior knowledge', 'OtherScientificTerm')]"," prior knowledge(Generic), solutions(Generic), quality(Generic), 

Description: We are interested in developing a new algorithm for the supervised learning of object intrinsic representation.
Extract entities: supervised learning of object intrinsic representation(Task), algorithm(Method), new(Generic),"
"In both domains , we found that unsupervised methods can attain accuracies with 400 unlabeled examples comparable to those attained by supervised methods on 50 labeled examples , and that semi-supervised methods can make good use of small amounts of labeled data .","[('unsupervised methods', 'Method'), ('accuracies', 'Metric'), ('unlabeled examples', 'Material'), ('supervised methods', 'Method'), ('labeled examples', 'Material'), ('semi-supervised methods', 'Method'), ('labeled data', 'Material')]"," unsupervised methods(Method), accuracy(Measure), labeled examples(Object), 50(Object), 400(Measure), semi-supervised methods(Method), small amounts of labeled data(Object),"
"This paper gives an overall account of a prototype natural language question answering system , called Chat-80 .","[('natural language question answering system', 'Method'), ('Chat-80', 'Method')]"," Chat-80(System), overall account(Task), prototype natural language question answering system(Method), 
"
Chat-80 has been designed to be both efficient and easily adaptable to a variety of applications .,"[('Chat-80', 'Method')]"," Chat-80(Generic), efficient(Generic), easily adaptable(Generic), applications(Generic),"
"The system is implemented entirely in Prolog , a programming language based on logic .","[('system', 'Generic'), ('Prolog', 'OtherScientificTerm'), ('programming language', 'OtherScientificTerm'), ('logic', 'OtherScientificTerm')]"," Prolog(Language), logic(Language), 
"
"With the aid of a logic-based grammar formalism called extraposition grammars , Chat-80 translates English questions into the Prolog subset of logic .","[('logic-based grammar formalism', 'Method'), ('extraposition grammars', 'Method'), ('Chat-80', 'Method'), ('Prolog subset of logic', 'OtherScientificTerm')]"," English(Language), Prolog(Language), extraposition grammars(Method), questions(Task), Chat-80(Software), 
"
"The resulting logical expression is then transformed by a planning algorithm into efficient Prolog , cf. query optimisation in a relational database .","[('logical expression', 'OtherScientificTerm'), ('planning algorithm', 'Method'), ('Prolog', 'OtherScientificTerm'), ('query optimisation', 'Method'), ('relational database', 'Material')]"," planning algorithm(Method), Prolog(Programming Language), cf. query optimisation in a relational database(Task), relational database(Material), "
"Finally , the Prolog form is executed to yield the answer .","[('Prolog form', 'OtherScientificTerm')]"," Prolog(Method), answer(Result),"
Human action recognition from well-segmented 3D skeleton data has been intensively studied and attracting an increasing attention .,"[('Human action recognition', 'Task'), ('well-segmented 3D skeleton data', 'Material')]"," Action recognition(Task), well-segmented 3D skeleton data(Material), human(Subject), increasing attention(Adjective), 
"
"Online action detection goes one step further and is more challenging , which identifies the action type and localizes the action positions on the fly from the untrimmed stream .","[('Online action detection', 'Task'), ('action type', 'OtherScientificTerm'), ('action positions', 'OtherScientificTerm'), ('untrimmed stream', 'Material')]"," online action detection(Method), untrimmed stream(OtherScientificTerm), action type(Generic), action positions(Generic), 
"
"In this paper , we study the problem of online action detection from the streaming skeleton data .","[('online action detection', 'Task'), ('streaming skeleton data', 'Material')]"," streaming skeleton data(DataSet), online action detection(Task), 
"
We propose a multi-task end-to-end Joint Classification-Regression Recurrent Neural Network to better explore the action type and temporal localiza-tion information .,"[('multi-task end-to-end Joint Classification-Regression Recurrent Neural Network', 'Method'), ('action type', 'OtherScientificTerm'), ('temporal localiza-tion information', 'OtherScientificTerm')]"," Joint Classification-Regression Recurrent Neural Network(Method), action type(Task), temporal localiza-tion information(Method),"
"By employing a joint classification and regression optimization objective , this network is capable of automatically localizing the start and end points of actions more accurately .","[('joint classification and regression optimization objective', 'OtherScientificTerm'), ('network', 'Generic')]"," joint classification and regression optimization objective(Method), automatically localizing the start and end points of actions(Task), more accurately(OtherScientificTerm)"
"Specifically , by leveraging the merits of the deep Long Short-Term Memory -LRB- LSTM -RRB- subnetwork , the proposed model automatically captures the complex long-range temporal dynamics , which naturally avoids the typical sliding window design and thus ensures high computational efficiency .","[('deep Long Short-Term Memory -LRB- LSTM -RRB- subnetwork', 'Method'), ('model', 'Generic'), ('long-range temporal dynamics', 'OtherScientificTerm'), ('sliding window design', 'Method'), ('computational efficiency', 'OtherScientificTerm')]"," deep Long Short-Term Memory -LRB- LSTM -RRB- subnetwork(Method), complex long-range temporal dynamics(OtherScientificTerm), sliding window design(Method), high computational efficiency(OtherScientificTerm)"
"Furthermore , the subtask of regression optimization provides the ability to forecast the action prior to its occurrence .","[('regression optimization', 'Task')]"," action prior to its occurrence(Task), regression optimization(Method), forecasting the action prior to its occurrence(Task),"
"To evaluate our proposed model , we build a large streaming video dataset with annotations .","[('model', 'Generic'), ('streaming video dataset', 'Material')]"," dataset(Material), annotations(Method), large streaming video dataset(Task), 
"
Experimental results on our dataset and the public G3D dataset both demonstrate very promising performance of our scheme .,"[('dataset', 'Generic'), ('G3D dataset', 'Material')]"," dataset(DataSet), public G3D dataset(DataSet), promising performance of our scheme(OtherScientificTerm), experimental results on our dataset(DataSet), 
"
The task of machine translation -LRB- MT -RRB- evaluation is closely related to the task of sentence-level semantic equivalence classification .,"[('machine translation -LRB- MT -RRB- evaluation', 'Task'), ('sentence-level semantic equivalence classification', 'Task')]"," sentence-level semantic equivalence classification(Task), machine translation -LRB- MT -RRB- evaluation(Task),"
"This paper investigates the utility of applying standard MT evaluation methods -LRB- BLEU , NIST , WER and PER -RRB- to building classifiers to predict semantic equivalence and entailment .","[('MT evaluation methods', 'Metric'), ('BLEU', 'Metric'), ('NIST', 'Metric'), ('WER', 'Metric'), ('PER', 'Metric'), ('classifiers', 'Method'), ('semantic equivalence', 'Task'), ('entailment', 'Task')]"," MT evaluation methods-LRB-BLEU, NIST, WER, PER-RRB"
We also introduce a novel classification method based on PER which leverages part of speech information of the words contributing to the word matches and non-matches in the sentence .,"[('classification method', 'Method'), ('PER', 'Metric'), ('part of speech information', 'OtherScientificTerm'), ('word matches and non-matches', 'Task')]"," classification method(Method), word matches(Task), word non-matches(Task), part of speech information(Method), sentence(OtherScientificTerm)"
Our results show that MT evaluation techniques are able to produce useful features for paraphrase classification and to a lesser extent entailment .,"[('MT evaluation techniques', 'Method'), ('features', 'OtherScientificTerm'), ('paraphrase classification', 'Task'), ('entailment', 'Task')]"," MT evaluation techniques(Method), paraphrase classification(Task), useful features for(Generic), entailment(OtherScientificTerm)"
Our technique gives a substantial improvement in paraphrase classification accuracy over all of the other models used in the experiments .,"[('technique', 'Generic'), ('paraphrase classification', 'Task'), ('paraphrase classification accuracy', 'Metric'), ('models', 'Generic')]"," paraphrase classification accuracy(OtherScientificTerm), other models used in the experiments(Material), substantial improvement(OtherScientificTerm)"
"Given an object model and a black-box measure of similarity between the model and candidate targets , we consider visual object tracking as a numerical optimization problem .","[('object model', 'Method'), ('black-box measure of similarity', 'Metric'), ('model', 'Generic'), ('visual object tracking', 'Task'), ('numerical optimization problem', 'Task')]"," object model(Method), black-box measure of similarity between the model and candidate targets(Task), visual object tracking(Method), numerical optimization problem(Task),"
"During normal tracking conditions when the object is visible from frame to frame , local optimization is used to track the local mode of the similarity measure in a parameter space of translation , rotation and scale .","[('local optimization', 'Method'), ('local mode of the similarity measure', 'OtherScientificTerm'), ('parameter space of translation , rotation and scale', 'OtherScientificTerm')]"," local optimization(Method), tracking the local mode of the similarity measure(Method), parameter space of translation , rotation and scale(OtherScientificTerm)"
"However , when the object becomes partially or totally occluded , such local tracking is prone to failure , especially when common prediction techniques like the Kalman filter do not provide a good estimate of object parameters in future frames .","[('local tracking', 'Method'), ('prediction techniques', 'Method'), ('Kalman filter', 'Method')]"," Kalman filter(Method), partially or totally occluded(Event), good estimate of object parameters in future frames(Method),"
"To recover from these inevitable tracking failures , we consider object detection as a global optimization problem and solve it via Adaptive Simulated Annealing -LRB- ASA -RRB- , a method that avoids becoming trapped at local modes and is much faster than exhaustive search .","[('object detection', 'Task'), ('global optimization problem', 'Task'), ('it', 'Generic'), ('Adaptive Simulated Annealing -LRB- ASA -RRB-', 'Method'), ('method', 'Generic'), ('exhaustive search', 'Method')]"," global optimization problem(Task), Adaptive Simulated Annealing(Method), exhaustive search(Method), tracking failures(OtherScientificTerm), "
"As a Monte Carlo approach , ASA stochastically samples the parameter space , in contrast to local deterministic search .","[('Monte Carlo approach', 'Method'), ('ASA', 'Method'), ('parameter space', 'OtherScientificTerm'), ('local deterministic search', 'Method')]"," Monte Carlo approach(Method), ASA(Method), parameter space(Method), 
"
We apply cluster analysis on the sampled parameter space to redetect the object and renew the local tracker .,"[('cluster analysis', 'Method'), ('sampled parameter space', 'OtherScientificTerm'), ('local tracker', 'Method')]"," object(Method), sampled parameter space(Method), local tracker(Method), redetect(Method), renew(Method)"
Our numerical hybrid local and global mode-seeking tracker is validated on challenging airborne videos with heavy occlusion and large camera motions .,"[('numerical hybrid local and global mode-seeking tracker', 'Method'), ('airborne videos', 'Material'), ('heavy occlusion', 'OtherScientificTerm'), ('camera motions', 'OtherScientificTerm')]"," numerical hybrid local and global mode-seeking tracker(Method), airborne videos(Task), heavy occlusion(OtherScientificTerm), large camera motions(OtherScientificTerm)"
Our approach outperforms state-of-the-art trackers on the VIVID benchmark datasets .,"[('approach', 'Generic'), ('state-of-the-art trackers', 'Generic'), ('VIVID benchmark datasets', 'Material')]"," outperforms state-of-the-art trackers(Task), VIVID benchmark datasets(Dataset),"
"Techniques for automatically training modules of a natural language generator have recently been proposed , but a fundamental concern is whether the quality of utterances produced with trainable components can compete with hand-crafted template-based or rule-based approaches .","[('Techniques', 'Generic'), ('automatically training modules', 'Method'), ('natural language generator', 'Method'), ('quality of utterances', 'Metric'), ('utterances', 'OtherScientificTerm'), ('trainable components', 'Method'), ('hand-crafted template-based or rule-based approaches', 'Method')]"," natural language generator(Method), hand-crafted template-based or rule-based approaches(Method), quality of utterances produced with trainable components(Generic), "
In this paper We experimentally evaluate a trainable sentence planner for a spoken dialogue system by eliciting subjective human judgments .,"[('trainable sentence planner', 'Method'), ('spoken dialogue system', 'Method'), ('subjective human judgments', 'OtherScientificTerm')]"," sentence planner(Method), subjective human judgments(Task),"
"In order to perform an exhaustive comparison , we also evaluate a hand-crafted template-based generation component , two rule-based sentence planners , and two baseline sentence planners .","[('hand-crafted template-based generation component', 'Method'), ('rule-based sentence planners', 'Method'), ('baseline sentence planners', 'Method')]"," evaluation(Task), hand-crafted template-based generation component(Method), rule-based sentence planners(Method), baseline sentence planners(Method), exhaustive comparison(Task), 
"
"We show that the trainable sentence planner performs better than the rule-based systems and the baselines , and as well as the hand-crafted system .","[('trainable sentence planner', 'Method'), ('rule-based systems', 'Method'), ('baselines', 'Generic'), ('hand-crafted system', 'Method')]"," sentence planner(Method), rule-based systems(Method), baselines(Method), hand-crafted system(Method)"
A new algorithm is proposed for novel view generation in one-to-one teleconferencing applications .,"[('algorithm', 'Generic'), ('novel view generation', 'Task'), ('one-to-one teleconferencing applications', 'Task')]"," algorithm(Method), one-to-one teleconferencing applications(Task), novel view generation(Method),"
"Given the video streams acquired by two cameras placed on either side of a computer monitor , the proposed algorithm synthesises images from a virtual camera in arbitrary position -LRB- typically located within the monitor -RRB- to facilitate eye contact .","[('video streams', 'Material'), ('cameras', 'OtherScientificTerm'), ('computer monitor', 'OtherScientificTerm'), ('algorithm', 'Generic'), ('images', 'Material'), ('virtual camera', 'OtherScientificTerm'), ('arbitrary position', 'OtherScientificTerm'), ('eye contact', 'OtherScientificTerm')]"," algorithm(Method), acquired video streams(Media), cameras(Media), computer monitor(Media), eye contact(Generic), 
"
"Our technique is based on an improved , dynamic-programming , stereo algorithm for efficient novel-view generation .","[('technique', 'Generic'), ('dynamic-programming , stereo algorithm', 'Method'), ('novel-view generation', 'Task')]"," improved stereo algorithm(Method), dynamic-programming(Method), novel-view generation(Method),"
"The two main contributions of this paper are : i -RRB- a new type of three-plane graph for dense-stereo dynamic-programming , that encourages correct occlusion labeling ; ii -RRB- a compact geometric derivation for novel-view synthesis by direct projection of the minimum-cost surface .","[('three-plane graph', 'Method'), ('dense-stereo dynamic-programming', 'Method'), ('occlusion labeling', 'Task'), ('compact geometric derivation', 'OtherScientificTerm'), ('novel-view synthesis', 'Task'), ('direct projection of the minimum-cost surface', 'Method')]"," three-plane graph(Method), dense-stereo dynamic-programming(Task), novel-view synthesis(Method), direct projection of the minimum-cost surface(Method),"
"Furthermore , this paper presents a novel algorithm for the temporal maintenance of a background model to enhance the rendering of occlusions and reduce temporal artefacts -LRB- flicker -RRB- ; and a cost aggregation algorithm that acts directly on our three-dimensional matching cost space .","[('algorithm', 'Generic'), ('temporal maintenance of a background model', 'Task'), ('rendering of occlusions', 'Task'), ('temporal artefacts -LRB- flicker -RRB-', 'OtherScientificTerm'), ('cost aggregation algorithm', 'Method'), ('three-dimensional matching cost space', 'OtherScientificTerm')]"," algorithm(Method), background model(Method), cost aggregation algorithm(Method), occlusions(Task), rendering of occlusions(Task), temporal artefacts(Task),"
Examples are given that demonstrate the robustness of the new algorithm to spatial and temporal artefacts for long stereo video streams .,"[('robustness', 'Metric'), ('algorithm', 'Generic'), ('spatial and temporal artefacts', 'OtherScientificTerm'), ('long stereo video streams', 'Material')]"," robustness(OtherScientificTerm), spatial and temporal artefacts(OtherScientificTerm), long stereo video streams(Material), examples(OtherScientificTerm)"
These include demonstrations of synthesis of cyclopean views of extended conversational sequences .,"[('synthesis of cyclopean views of extended conversational sequences', 'Task'), ('cyclopean views', 'OtherScientificTerm'), ('extended conversational sequences', 'Material')]"," demonstrations of synthesis of cyclopean views of extended conversational sequences(Method), conversational sequences(Material), cyclopean views(Method), extended(Generic), 
"
We further demonstrate synthesis from a freely translating virtual camera .,"[('synthesis', 'Task'), ('translating virtual camera', 'OtherScientificTerm')]"," free translating virtual camera(Generic), synthesis(Generic), 
"
Manual acquisition of semantic constraints in broad domains is very expensive .,"[('Manual acquisition of semantic constraints', 'Task')]"," Semantic constraints(Generic), manual acquisition(Generic), very expensive(Generic),
"
This paper presents an automatic scheme for collecting statistics on cooccurrence patterns in a large corpus .,"[('cooccurrence patterns', 'OtherScientificTerm')]"," corpus(Material), cooccurrence patterns(Method), automatic scheme(Method), large(OtherScientificTerm),"
"To a large extent , these statistics reflect semantic constraints and thus are used to disambiguate anaphora references and syntactic ambiguities .","[('semantic constraints', 'OtherScientificTerm'), ('anaphora references', 'OtherScientificTerm'), ('syntactic ambiguities', 'OtherScientificTerm')]"," anaphora references(OtherScientificTerm), syntactic ambiguities(OtherScientificTerm),"
The scheme was implemented by gathering statistics on the output of other linguistic tools .,"[('linguistic tools', 'Method')]"," linguistic tools(Method), gathering statistics(Task), 
"
The results of the experiment show that in most of the cases the cooccurrence statistics indeed reflect the semantic constraints and thus provide a basis for a useful disambiguation tool .,"[('cooccurrence statistics', 'OtherScientificTerm'), ('semantic constraints', 'OtherScientificTerm'), ('disambiguation tool', 'Method')]"," cooccurrence statistics(Method), disambiguation tool(Method), semantic constraints(Generic), most of the cases(Predicate),"
"We present a novel method for discovering parallel sentences in comparable , non-parallel corpora .","[('method', 'Generic'), ('discovering parallel sentences', 'Task'), ('comparable , non-parallel corpora', 'Material')]"," parallel sentences(Method), comparable, non-parallel corpora(Task), discovery of parallel sentences(Method)"
"We train a maximum entropy classifier that , given a pair of sentences , can reliably determine whether or not they are translations of each other .","[('maximum entropy classifier', 'Method')]"," translation(Task), sentences(OtherScientificTerm), pair of sentences(Generic), reliably determine whether or not they are translations of each other(Task), maximum entropy classifier(Method),"
"Using this approach , we extract parallel data from large Chinese , Arabic , and English non-parallel newspaper corpora .","[('approach', 'Generic'), ('parallel data', 'Material'), ('Chinese , Arabic , and English non-parallel newspaper corpora', 'Material')]"," parallel data(Generic), large Chinese(Material), Arabic(Material), English(Material)"
We evaluate the quality of the extracted data by showing that it improves the performance of a state-of-the-art statistical machine translation system .,"[('it', 'Generic'), ('statistical machine translation system', 'Method')]"," data(Generic), state-of-the-art statistical machine translation system(Method), performance(Generic), 
"
"We also show that a good-quality MT system can be built from scratch by starting with a very small parallel corpus -LRB- 100,000 words -RRB- and exploiting a large non-parallel corpus .","[('MT system', 'Method'), ('parallel corpus', 'Material'), ('non-parallel corpus', 'Material')]"," parallel corpus(Resource), large non-parallel corpus(Resource)"
"Thus , our method can be applied with great benefit to language pairs for which only scarce resources are available .","[('method', 'Generic'), ('scarce resources', 'Material')]"," Language pairs(Generic), scarce resources(Generic), great benefit(Generic)"
"In this paper , we describe a search procedure for statistical machine translation -LRB- MT -RRB- based on dynamic programming -LRB- DP -RRB- .","[('search procedure', 'Generic'), ('statistical machine translation -LRB- MT -RRB-', 'Task'), ('dynamic programming -LRB- DP -RRB-', 'Method')]"," search procedure(Method), dynamic programming(Method), statistical machine translation -LRB- MT -RRB-(Task), -LRB- DP -RRB-(Task),"
"Starting from a DP-based solution to the traveling salesman problem , we present a novel technique to restrict the possible word reordering between source and target language in order to achieve an efficient search algorithm .","[('DP-based solution', 'Method'), ('traveling salesman problem', 'Method'), ('technique', 'Generic'), ('word reordering', 'OtherScientificTerm'), ('search algorithm', 'Method')]"," DP-based solution(Method), traveling salesman problem(Task), word reordering between source and target language(Method), search algorithm(Method), efficient(Adjective),
"
"The experimental tests are carried out on the Verbmobil task -LRB- German-English , 8000-word vocabulary -RRB- , which is a limited-domain spoken-language task .","[('Verbmobil task', 'Material'), ('German-English', 'Material'), ('limited-domain spoken-language task', 'Task')]"," Verbmobil task-LRB- (Method), 8000-word vocabulary-RRB- (Method), spoken-language task(Task),"
"A purely functional implementation of LR-parsers is given , together with a simple correctness proof .","[('LR-parsers', 'Method'), ('correctness proof', 'Method')]"," LR-parsers(Method), correctness proof(OtherScientificTerm),"
It is presented as a generalization of the recursive descent parser .,"[('It', 'Generic'), ('recursive descent parser', 'Method')]"," recursive descent parser(Method), generalization of the recursive descent parser(Method), 
"
"For non-LR grammars the time-complexity of our parser is cubic if the functions that constitute the parser are implemented as memo-functions , i.e. functions that memorize the results of previous invocations .","[('non-LR grammars', 'Method'), ('time-complexity', 'Metric'), ('parser', 'Method'), ('parser', 'Method'), ('memo-functions', 'Method')]"," memo-functions(Method), parser(Method), time-complexity(Measure),"
Memo-functions also facilitate a simple way to construct a very compact representation of the parse forest .,"[('Memo-functions', 'Method'), ('parse forest', 'OtherScientificTerm')]"," memo-functions(Generic), parse forest(Generic), very compact representation of the parse forest(Generic)"
"For LR -LRB- 0 -RRB- grammars , our algorithm is closely related to the recursive ascent parsers recently discovered by Kruse-man Aretz -LSB- 1 -RSB- and Roberts -LSB- 2 -RSB- .","[('LR -LRB- 0 -RRB- grammars', 'Method'), ('algorithm', 'Generic'), ('recursive ascent parsers', 'OtherScientificTerm')]"," recursive ascent parsers(Method), Kruse-man Aretz-LSB-1-RSB-(Method), Roberts-LSB-2-RSB-(Method)"
Extended CF grammars -LRB- grammars with regular expressions at the right hand side -RRB- can be parsed with a simple modification of the LR-parser for normal CF grammars .,"[('Extended CF grammars', 'Method'), ('grammars', 'Method'), ('regular expressions', 'OtherScientificTerm'), ('LR-parser', 'Method'), ('CF grammars', 'Method')]"," Extended CF grammars(Method), LR-parser(Method), regular expressions(OtherScientificTerm),"
In this paper we explore a new theory of discourse structure that stresses the role of purpose and processing in discourse .,"[('theory of discourse structure', 'Method'), ('discourse', 'OtherScientificTerm')]"," discourse structure(Generic), purpose(Generic), processing(Generic), 
"
"In this theory , discourse structure is composed of three separate but interrelated components : the structure of the sequence of utterances -LRB- called the linguistic structure -RRB- , a structure of purposes -LRB- called the intentional structure -RRB- , and the state of focus of attention -LRB- called the attentional state -RRB- .","[('theory', 'Generic'), ('discourse structure', 'OtherScientificTerm'), ('components', 'Generic'), ('linguistic structure', 'OtherScientificTerm'), ('intentional structure', 'OtherScientificTerm'), ('attentional state', 'OtherScientificTerm')]"," linguistic structure(Method), sequence of utterances(Task), intentional structure(Method), attentional state(Method), 
"
The linguistic structure consists of segments of the discourse into which the utterances naturally aggregate .,"[('linguistic structure', 'OtherScientificTerm'), ('discourse', 'OtherScientificTerm')]"," linguistic structure(Generic), segments(Generic), utterances(Generic), discourse(Generic)"
"The intentional structure captures the discourse-relevant purposes , expressed in each of the linguistic segments as well as relationships among them .","[('intentional structure', 'OtherScientificTerm'), ('discourse-relevant purposes', 'OtherScientificTerm')]"," discourse-relevant purposes(Generic), linguistic segments(Material), relationships among them(Generic), 
"
The attentional state is an abstraction of the focus of attention of the participants as the discourse unfolds .,"[('attentional state', 'OtherScientificTerm'), ('discourse', 'OtherScientificTerm')]"," attentional state(Generic), discourse(Generic), focus of attention(Generic), participants(Generic),"
"The attentional state , being dynamic , records the objects , properties , and relations that are salient at each point of the discourse .","[('attentional state', 'OtherScientificTerm'), ('discourse', 'OtherScientificTerm')]"," attentional state(Generic), discourse(Generic), objects(OtherScientificTerm), properties(OtherScientificTerm), relations(OtherScientificTerm), salient(OtherScientificTerm)"
"The distinction among these components is essential to provide an adequate explanation of such discourse phenomena as cue phrases , referring expressions , and interruptions .","[('discourse phenomena', 'OtherScientificTerm'), ('cue phrases', 'OtherScientificTerm'), ('referring expressions', 'OtherScientificTerm'), ('interruptions', 'OtherScientificTerm')]"," cue phrases(Generic), referring expressions(Generic), interruptions(Generic)"
"The theory of attention , intention , and aggregation of utterances is illustrated in the paper with a number of example discourses .","[('theory of attention , intention , and aggregation of utterances', 'Method'), ('discourses', 'OtherScientificTerm')]"," attention(Method), intention(Method), aggregation of utterances(Task), discourses(Generic), example(Generic),"
"Various properties of discourse are described , and explanations for the behaviour of cue phrases , referring expressions , and interruptions are explored .","[('discourse', 'OtherScientificTerm'), ('cue phrases', 'OtherScientificTerm'), ('referring expressions', 'OtherScientificTerm'), ('interruptions', 'OtherScientificTerm')]"," discourse(Generic), cue phrases(Generic), referring expressions(Generic), interruptions(Generic), 
"
